Accession,GeneName
Q7TNY7,Myrip
P31044,Pebp1
Q5KTC7,Naaa
Q6Y1S1,Myd88
Q29RW1,Myh4
D3ZJP6,Myo10
Q561R0,Mzb1
P70475,Myt1l
Q3SWT0,Pecam1
Q62722,Nab1
P81799,Nagk
Q5XHY4,Art5
Q63689,Neurod2
Q9ES39,Nde1
Q8VBU2,Ndrg2
Q80W89,Ndufa11
O35274,Ppp1r9b
F1LQY6,Necab2
P19234,Ndufv2
Q66HF1,Ndufs1
Q62918,Nell2
A7E3N2,Ncf2
B1WC40,Ncbp2
P55161,Nckap1
Q63625,Phrf1
Q6AYR2,Ndrg3
Q5BK63,Ndufa9
Q02353,Ndst1
Q9ESB5,Necab1
Q9Z0J8,Negr1
P97603,Neo1
P16446,Pitpna
Q6TMG5,Ikbkg
Q5U2N3,Pitpnm1
P63140,Nfyb
P55770,Snu13
P20974,Art2b
Q2YDU6,Narf
Q9Z0H5,Ncr1
B2GV54,Nceh1
P62168,Ncs1
P17982,Art2a
Q769K2,Napepld
P20070,Cyb5r3
Q68EJ0,Cyb5r4
Q06880,Nbl1
F1M707,Ncf1
P20942,Pdc
Q60GF7,Pigx
Q6P756,Necap2
P22062,Pcmt1
P0C8N6,Nemp2
P07936,Gap43
Q5M870,Neurl3
Q52KK4,Naf1
F1M2Z5,Ncmap
Q9JIL9,Nbn
Q8CFD9,Ncr3
Q64289,Neurod1
Q9EPQ0,Slc24a3
Q5XIA1,Ncln
Q6AXS0,Slc8b1
Q9Z2L9,Ndrg4
Q63362,Ndufa5
Q62940,Nedd4
Q6IUR5,Nenf
P20068,Nts
Q5U2S1,Ndfip1
Q62812,Myh9
P16409,Myl3
Q62774,Myo1a
Q05096,Myo1b
Q64122,Myl9
Q8R5I7,Myocd
Q63356,Myo1e
O35260,Nacc1
Q562B4,Nacc2
Q812E8,Nadsyn1
Q642G4,Pex14
Q9QYU1,Pex19
Q1HCL7,Nadk2
Q9JLI4,Ncoa6
O70444,Pim3
O09015,Mxi1
Q01728,Slc8a1
P48768,Slc8a2
Q8R5G2,Mutyh
P15063,Mycb
P12847,Myh3
P02563,Myh6
Q02346,Myod1
P06907,Mpz
P70549,Slc8a3
Q6Q760,Nalcn
Q9EPU2,Ncoa3
P02600,Myl1
Q63862,Myh11
D3ZDI6,Mylip
P70569,Myo5b
P60203,Plp1
O54697,Naaladl1
Q5BJY6,Amdhd2
Q792I0,Lin7c
Q32PY2,Liph
Q8K5E0,Lpar3
Q4V8K3,Naa11
Q5PQQ7,Lix1l
P34058,Hsp90ab1
O35162,Hspa13
P63018,Hspa8
Q9EPX0,Hspb8
Q63746,Nfkbia
Q99MF5,Il11
Q9JIL3,Ilf3
P20607,Il6
P25086,Il1rn
Q9Z1Z6,Ilkap
P56478,Il7
Q66H70,Il33
Q07014,Lyn
P16636,Lox
P70470,Lypla1
Q9QYL8,Lypla2
Q66H42,Lypd1
O55162,Lypd3
D3ZTT2,Lypd6
Q9Z1W6,Mtdh
B2RYU8,Lyrm1
B2GV91,Lyrm2
B4F7A1,Lyrm7
B2RZD7,Lyrm9
P00697,Lyz1
Q05820,Lyz2
Q5HZA4,Lysmd1
D4ABW7,Lyzl4
Q5PQN7,Lzic
Q562C6,Lztfl1
Q3LUD4,Lzts2
Q8K1Q4,Lzts3
P16598,Il1a
Q5BJ95,Il17f
Q08125,Il5
P42203,Il13
Q63621,Il1rap
P26897,Il2ra
Q62912,Mxd3
O88801,Homer2
P25102,Hrh2
P51593,Huwe1
P40190,Il6st
B0BNL4,Slc48a1
Q99PS8,Hrg
P01805,
P04823,Il3
Q9JI24,Il24
P20096,Il4
Q7TP98,Ilf2
Q8K4G6,Macrod1
Q5XI14,Mcmdc2
B0BN72,Mcrip1
Q7TSY2,Lhfpl4
Q5I0D5,Lhpp
Q5XIJ1,Hmces
P35332,Hpcal4
P84076,Hpca
P32755,Hpd
A0JPN1,Hlx
P23711,Hmox2
Q01984,Hnmt
O70453,Hmox3
Q3SWU3,Hnrnpdl
Q6IMY8,Hnrnpu
P97519,Hmgcl
Q9JJ54,Hnrnpd
Q9Z214,Homer1
Q9Z2X5,Homer3
Q80V38,Hcfc1r1
P62817,Hrk
Q80W66,Hs3st2
Q91ZY1,Hrh4
P55063,Hspa1l
P0DMW0,Hspa1a
Q8K3X8,Hsbp1
P10118,Prm1
P84588,
Q9QZK5,Htra1
D3ZA76,Htra3
D3ZKF5,Htra4
P52949,Hoxa5
P09634,Hoxa7
Q63257,Il4r
Q91Z84,Il23a
P17108,Il2
P06762,Hmox1
P23899,Hnf1b
P22449,Hnf4a
G3V9R8,Hnrnpc
D3ZWE7,Hormad1
Q9ESM2,Hapln2
P62749,Hpcal1
Q6IMX7,Hspbp1
Q62921,Rbck1
P0DMW1,Hspa1b
Q9QZ58,Hspb3
Q66HA8,Hsph1
Q4V8B7,Hsdl1
P42930,Hspb1
O35878,Hspb2
P97541,Hspb6
Q9QUK5,Hspb7
Q6AYB4,Hspa14
Q64709,Hlf
P17425,Hmgcs1
P18437,Hmgn2
P61980,Hnrnpk
Q78ZR5,Hopx
Q4QQW3,Adhfe1
P31390,Hrh1
Q4V8F9,Hsdl2
O08656,Hoxa1
Q5BK30,Daw1
Q5NSW5,Dbx1
Q63100,Dync1i1
Q9QXU8,Dync1li1
Q9QUR2,Dctn4
Q5XIX3,Dclre1c
O08557,Ddah1
Q9Z1F1,
O88450,Deaf1
P60924,Dele1
Q01460,Ctbs
P10860,Glud1
Q8VD48,Dhrs9
P60486,Dazap2
Q4V8I4,Def8
Q62714,Np4
Q62715,Defa
Q9ESW0,Ddb1
Q5MPA9,Dclk2
P82106,
Q564G3,Degs2
Q5I0C5,Mtfmt
Q5U3Z6,Deup1
P19313,Cst4
Q6P730,Dab2ip
B2RYN2,Fbxo31
D4ABP9,Fbxo3
O88764,Dapk3
Q62871,Dync1i2
Q5PPL2,Dcun1d5
D4A2Z8,Dhx36
Q6TUG0,Dnajb11
P97677,Dll1
Q5PR00,Dnajc22
P97836,Dlgap1
P97837,Dlgap2
Q64204,Dlx2
P97839,Dlgap4
Q9ESV6,Gapdhs
A0A096MJZ0,Dnal1
P09057,Odc1
Q64060,Ddx4
Q5BMD4,Depp
Q32ZH4,Defb18
P27867,Sord
P51657,Hsd17b1
P17708,Amd1
Q6AYH5,Dctn2
P48769,Dck
O88514,Defb4
P50617,Ddn
Q4QR86,Depdc7
Q32ZI1,Defb10
Q32ZH6,Defb15
Q32ZH5,Defb17
Q4KLY6,Dclre1b
P32362,Urod
Q32ZI2,Defb9
Q62713,
Q66HG7,Ddx59
Q5XIT6,Desi2
Q32ZI0,Defb11
Q32ZH9,Defb12
Q32ZH2,Defb20
Q32ZG1,Defb33
Q9Z2Z8,Dhcr7
D3ZSC8,Dnajc17
P14841,Cst3
Q498R7,Czib
P56702,Dbil5
Q91VC0,Dctpp1
P16453,Hdc
O89117,Defb1
Q920P0,Dcxr
Q63474,Ddr1
Q6AXS3,Dek
Q4KM30,Desi1
Q32ZH8,Defb13
Q32ZG7,Defb25
Q32ZG3,Defb29
Q32ZG2,Defb30
Q6AY53,Dhps
Q810H6,Disc1
Q4V888,Pip4p2
Q5PPM8,Pip4p1
Q812D3,Ppil3
P29117,Ppif
Q6DGG0,Ppid
Q9JIR4,Rims1
P81278,Prlh
Q6IE62,Prss45
A1L1K1,Prr5l
Q6IE63,Prss46
P48004,Psma7
P17220,Psma2
P60901,Psma6
P18420,Psma1
Q9ESQ7,Psd
P56700,Rgs16
P49797,Rgs3
Q6MFY6,Ppp1r11
P62138,Ppp1ca
P63329,Ppp3ca
P62142,Ppp1cb
B2RYF1,Ppp1r37
P0C7L8,Ppp1r3e
Q8CIX1,Rims4
P35815,Ppm1b
Q4FZT2,Ppme1
P31394,Proc
Q9EPC6,Pfn2
M0RCP6,Pfn3
Q5IRJ7,Pfn4
Q8R413,Prok2
Q9JKB8,Prpf18
Q9JMJ4,Prpf19
Q5RKH1,Prpf4b
P17438,Prph2
P10165,Prpg2
P23358,Rpl12
P35427,Rpl13a
Q6AY61,Prss23
Q5BJR4,Prune2
P0C089,Ptpmt1
Q63475,Ptprn2
Q03348,Ptpra
P47198,Rpl22
P62752,Rpl23a
P62832,Rpl23
P83732,Rpl24
O70196,Prep
P53809,Pctp
P15693,Alpi
O55035,Ppig
P10111,Ppia
Q5U2R5,Ppp1r3c
Q66HR9,Ppp1r32
P53042,Ppp5c
Q6AXY7,Prpf38b
Q9QUL0,Prl3c1
Q63425,Prx
Q920I0,Prl8a9
Q9ES40,Arl6ip5
P35704,Prdx2
Q9WTV0,Preb
Q5U1Z8,Pyurf
Q63189,Prg2
Q811R2,Ppargc1b
Q63449,Pgr
Q920A6,Scpep1
Q5BJQ5,Rit2
Q2KJ10,Rita1
Q71QF9,Prickle1
Q9JK66,Prkn
P11248,Prm2
Q8VHZ4,Pnma1
P10937,Pnmt
P20646,Acpp
P51740,
F1LNI5,Ppm1g
Q68FW6,Ppp1r36
Q641Y6,Ppm1j
P61016,Pln
Q9JKL9,Prl2b1
Q9JII4,Prl5a1
Q9R006,Prl7a2
Q8CJ42,Prl7b1
Q63755,Prdm2
Q9R063,Prdx5
P0C6Y7,Prdm9
Q63716,Prdx1
Q9EQP5,Prelp
Q64256,Prm3
Q63651,Grk1
P62907,Rpl10a
Q8R414,Prok1
Q8CJ52,Prom2
B2GV50,Rfx2
Q62923,Pnoc
P85973,Pnp
Q8R4R9,Ppp1r14c
Q8K3F4,Ppp1r14d
Q6IN01,Ppp1r3b
Q9JII3,Prl2a1
Q6IN02,Ppp1r15a
P33580,Prl8a4
P33578,Prl8a7
Q4V7B4,Proca1
Q9Z0V5,Prdx4
O35244,Prdx6
Q9Z0V6,Prdx3
Q9QYK2,Ppargc1a
O89044,Prim2
D3ZZP4,Prima1
P13852,Prnp
P05710,Prlr
Q9Z221,Pmfbp1
Q8VI02,Ppp4r1
Q5M821,Ppm1h
P20650,Ppm1a
Q6MGB6,Ring1
Q4KLY4,Rnf2
P21702,Prl3d1
P53813,Pros1
P04474,Prpg1
P10164,
Q3T1I4,Prrc1
P83748,Prss30
Q6AXZ6,Prss40
D3ZFB6,Prrt2
P62198,Psmc5
Q63570,Psmc4
P63088,Ppp1cc
P63331,Ppp2ca
P37230,Ppara
O55000,Ppp1r10
O88275,Pparg
Q6J4I0,Ppp1r1b
Q64121,Prlhr
Q4V8C7,Prkra
P01237,Prl
Q6PDV7,Rpl10
P62963,Pfn1
A1A5S1,Prpf6
Q6IE59,Prss57
Q6IE06,Prss58
Q6MG07,Prr3
Q63569,Psmc3
P0C6T3,Prr7
Q63347,Psmc2
Q9ES87,Prss8
Q2VWP9,Prtg
P18422,Psma3
P28077,Psmb9
Q9WU68,Plekhb1
Q4G033,Piwil4
Q8R416,Prokr1
Q6RFZ7,Plekhg5
Q62688,Plcl1
Q6WAY2,Plppr1
Q6W5G4,Plppr2
Q7TMB0,Plppr3
Q8K593,Plpp2
D4ACN8,Plgrkt
O54963,Rest
Q99P85,Retnla
Q6VBQ8,Pno1
P80250,
O88794,Pnpo
O08773,Rgs14
P56222,Pou3f2
Q63647,Pnrc1
P49799,Rgs4
P20266,Pou4f1
G3V7L5,Pou4f2
P56223,Pou6f1
Q8K4G9,Nphs2
Q9WTQ2,Podxl
Q9JIR1,Rimbp2
Q5GH56,Xkr7
Q4QQU5,Yipf6
Q5EGY4,Ykt6
Q925S8,Yme1l1
Q9QZ48,Zbtb7a
Q6TQE1,Zc3h18
Q76IC6,Zdhhc23
Q6P6G5,Yipf1
Q6TUD4,Yipf3
Q6AYP4,Zc2hc1c
Q498S6,Zcchc2
Q562A2,Zfr
Q00900,Hivep2
Q62720,Slc30a1
Q62941,Slc30a2
Q6PEC3,Yif1b
Q9WTY8,Zbtb10
Q6AXX3,Znf385d
Q2TGI5,Zdhhc24
Q6P7B7,Zfyve27
Q80Z36,Zhx3
Q6AXZ5,Zmynd10
Q499R4,Yrdc
Q5XID0,Yipf5
P0CB49,Ylpm1
Q4KLG9,Zfand2b
Q499R0,Znf518a
Q4V8A8,Zfp90
Q2TGJ4,Zdhhc15
Q6U6G5,Zc3h15
Q5PPF5,Zgpat
Q63678,Azgp1
B1WBS3,Zbtb42
Q5XIT3,Yipf2
Q5M7T4,Yipf4
Q9JKY3,Zbtb18
B1WBU4,Zbtb8a
D3ZV31,Zcchc4
D4A8G9,Zfyve26
D4A8X0,Zbtb4
Q2TGJ1,Zdhhc18
A0JPN4,Zc3h12a
Q5FWU5,Znf513
Q5U2M7,Zfand3
G3V893,Znf335
B5DF11,Zfand5
Q4V8C2,Zw10
Q9EPI1,Xylt1
Q8R515,Zhx1
P84587,Znf326
Q2TGI8,Zdhhc22
Q9Z2K3,Znf394
Q8CJD3,Zg16
Q62806,Znf148
A0JPL0,Znf382
Q8CH34,Zp4
A0JPK3,Zfp57
Q5EXX3,Zbtb38
A1L1J6,Znf652
Q7TM96,Znf622
Q6DGF4,Zfand6
Q5U2S3,Zup1
A0A0G2K2P5,Tjp1
Q5XIU2,Znf143
Q642B2,Znf672
Q6X782,Zpbp2
Q7TSV3,Zmynd19
O08961,Znf423
Q6QIX3,Slc30a3
O55174,Slc30a4
Q99PJ7,Znf689
Q5PPG4,Znf639
O54767,Zp2
Q5XID5,Ypel4
Q8VDA5,Zbp1
Q80VX4,Zhx2
Q4KLI1,Zkscan1
Q5PPH4,Znf414
Q9ERU2,Znf22
Q9EPU7,Znf354c
B1WC15,Zcchc7
Q9JKR5,Zdhhc2
Q62947,Zeb1
Q3MHS2,Znf830
Q5U2Z0,Znf367
Q5HZA3,Zcchc12
Q5U2P3,Zfand2a
Q7TMD5,Zc3h14
Q3B725,Zbtb24
Q499V6,Zcrb1
Q2THW7,Zdhhc5
Q62981,Znf260
Q5RJR4,Znf467
B4F7E9,Znf76
Q8VIL3,Zwint
Q923G5,Zdhhc7
Q504L7,Znf574
Q5PQS2,Znf365
O08781,Zmat3
Q5BJM8,Slc30a7
Q62975,Serpina10
O54766,Zp1
O88553,Zfp37
Q5FVR1,Zdhhc4
Q9EQJ4,Znf384
Q7TNK3,Znf24
Q3SWU4,Zbtb44
Q642B9,Znf18
P0CE46,Slc30a8
Q9R0S5,Slc7a7
Q9QY02,Ythdc1
Q02975,Znf354a
Q6DGF5,Zdhhc12
Q8K3Y6,Zc3hav1
Q5EB97,Zcchc10
Q7TSX9,Zar1
D3ZVP7,Zfyve21
E9PTT0,Zdhhc17
Q5MYW4,Znf667
A1L1L7,Znf426
O35986,Zranb2
Q7TSY4,Zp3r
P97708,Zp3
P13383,Ncl
Q9WUQ3,Olig1
Q2TA68,Opa1
P0CAX5,Ophn1
Q8R456,Opn4
Q63652,Opn1sw
P35370,Oprl1
P33533,Oprd1
P51489,Rho
O35476,Opn1mw
Q5RKH6,Os9
Q4V7F3,Osgepl1
O88761,Psmd1
Q703I1,Oser1
Q65Z14,Osmr
B0K011,Osr1
Q63797,Psme1
Q63798,Psme2
Q5XIU5,Psmf1
P04640,Bglap
B0K025,Ostc
P61365,Ostn
O88777,Psen2
Q4KLH4,Pspc1
P11685,Sftpc
Q63410,Otx1
O35095,Ncdn
Q9QZM6,Slc24a1
O54701,Slc24a2
P97685,Nfasc
Q5XI55,Ngly1
P09414,Nfia
O70215,Klrk1
D4AAT7,Naxd
Q62809,Nog
Q568Y7,Olfm2
P35898,Olr1073
Q63366,Nxph1
P08937,Obp1f
P0CD96,
Q9JLS8,Leprot
P21769,Odf1
Q99JD3,Slc25a21
P23267,Olr287
O70156,Olr1
P97608,Oplah
Q812D1,Psip1
Q641Y0,Ddost
Q9WTV5,Psmd9
P08721,Spp1
P97887,Psen1
P22355,Sftpb
Q3KR66,Psrc1
Q7M734,Otop1
Q32Q05,Yod1
Q64201,Otx2
P56718,Hcrtr1
O35811,P2ry4
P51578,P2rx5
P51579,P2rx6
Q9EPX4,P2ry12
Q64663,P2rx7
O88177,Pex12
B0BN18,Pfdn2
Q66H12,Naga
Q6AXN4,Ndc1
Q78PB6,Ndel1
Q9WUB5,Ncor1
P00388,Por
Q5XI79,Ndufaf7
Q04940,Nrgn
Q6VEU1,Nob1
Q99P77,Gtpbp4
P55159,Pon1
Q6AXM8,Pon2
Q56A27,Ncbp1
Q4V7F5,Pih1d1
P26794,Pim1
Q6AY62,Cyb5d2
Q63369,Nfkb1
Q00961,Grin2c
P35439,Grin1
Q5RK28,Nmes1
Q5H8A2,Nms
Q5K2P9,Prss36
Q62718,Ntm
Q03351,Ntrk3
P03889,Mtnd1
O70489,Ppt2
Q5I0L4,Nubp1
Q4KLH3,Ogfrl1
Q6EV70,Pofut1
P34987,Olr867
Q9Z1S7,Omd
P33535,Oprm1
A0A0G2K309,Slc25a15
Q8K4M9,Osbpl1a
Q4QQS3,Oscp1
Q4FZT9,Psmd2
Q6AY34,Osr2
P42676,Nln
P19527,Nefl
Q63598,Pls3
Q9JJ19,Slc9a3r1
Q9JJ40,Pdzk1
P08460,Nid1
B5DFC9,Nid2
Q4V7D6,Nif3l1
Q0HA29,Nmnat2
Q62645,Grin2d
P86172,Nmral1
P63057,Olfm3
P24053,Nmbr
Q9R1M7,Grin3a
Q7TP40,Pcnp
Q78EH2,Pcsk4
Q63415,Pcsk6
E9PSU6,Pcnx1
P19836,Pcyt1a
Q9QZC4,Pcyt1b
Q6XKD3,Ptgdr2
O35932,Ptgdrl
Q6NX65,Pdcd10
Q9JID1,Pdcd4
P47816,Pdcd2
Q6AXQ5,Pde12
Q63421,Pde1c
P28576,Pdgfa
P04785,P4hb
Q63081,Pdia6
Q64536,Pdk2
O88483,Pdp1
Q642A0,Pdrg1
P36202,Pdlim4
P49791,Nup153
Q63083,Nucb1
Q66HE5,Nuak2
Q05961,Oas1a
B2GV77,Nxt2
G3V645,Oasl
Q9Z2X3,Psmd10
B0BN93,Psmd13
Q68FS1,Nubp2
Q5M823,Nudcd2
P23265,Olr1078
Q6AYE5,Oaf
P23274,Olr1468
A1BPI0,Oaz3
Q5BKD0,Oas1b
P02781,Psbpc2
Q811Q1,Smug1
Q01714,Sp1
P09810,Tph1
Q66HC7,Supt20h
P08723,Sbp
Q7TT47,Spg7
Q4QQU6,Smndc1
P09005,
Q9Z0T0,Tpmt
Q5EBA3,Spib
Q4V8J7,Spin1
D3ZVF4,Trappc2
Q69BT7,Trappc4
Q5PPN5,Tppp3
P35446,Spon1
Q3C2P8,Spred2
D3ZVU1,Sprtn
P24054,Sparcl1
Q920Q3,Spata19
Q5RJS8,Tpst2
P09139,Agxt
Q6AXY9,Spz1
Q9JKE8,Tas2r110
Q67ES1,Tas2r113
Q9JKU1,Tas2r119
Q67ET3,Tas2r120
Q9JKF0,Tas2r123
Q67ES7,Tas2r134
Q67ES3,Tas2r143
P62997,Tra2b
Q5XI41,Tram1
Q66H19,Srfbp1
Q3T1I5,Srebf2
Q9QXY2,Srcin1
P26434,Slc9a4
Q5RK19,Snf8
P0C219,Slmap
P60192,Snapin
Q66HP6,Spata2
Q9R0A3,Spata7
Q5M856,Spc25
Q8K3K4,Serpinb10
Q5RJT2,Ftsj3
Q0D2L3,Agmat
P04692,Tpm1
Q68FV4,Spem2
Q8VBV2,Spag11
Q63610,Tpm3
Q91V26,Sphk1
Q5BIV7,Sprn
P81728,
Q5M877,Spsb2
B6VQA5,Spata31
Q66H17,Spata32
Q6T393,Spata20
P84109,Sorbs1
P30936,Sstr3
P84551,Skor1
O70436,Smad2
B5DF41,Snph
Q3MHT3,Sohlh2
Q5FVP2,Nabp1
Q78EG7,Ptp4a1
Q3SWT1,Nabp2
Q6AYJ8,Tnfaip8l2
B2RYU6,Trappc2l
Q3KRF1,Sp110
Q4PJT6,Spata24
P05545,Serpina3k
Q63556,Serpina3m
Q6AYJ3,Spata6l
Q811V6,Spats1
P70564,Serpinb5
Q6AY22,Spata1
Q99MU5,Spata6
Q64319,Slc3a1
O54835,Smad9
D3Z9Z9,Smarcad1
Q2YDU8,Spns1
A8WCF8,Tprg1l
F1MA98,Tpr
Q5PQL3,Sppl2b
P16975,Sparc
Q9WV75,Spon2
P18297,Spr
Q5U2T3,Spats2l
D4A2H2,Sptlc1
Q3KR92,Tpst1
P16086,Sptan1
Q675C0,Tas2r102
Q67ET5,Tas2r103
Q67ES9,Tas2r104
Q9JKT5,Tas2r105
O08623,Sqstm1
Q9JKT8,Tas2r114
Q67ER8,Tas2r116
Q675B8,Tas2r117
O08727,Tnfrsf11b
Q5RJP9,Srek1ip1
Q67ES5,Tas2r124
Q67ET4,Tas2r125
Q67ES6,Tas2r129
Q67ES2,Tas2r135
Q675B7,Tas2r136
Q67ES0,Tas2r140
Q5M7V8,Thrap3
Q08849,Stx3
Q08850,Stx4
Q68FU4,Sugct
Q8R4U9,Sgk2
Q63673,Shh
Q9EQL9,Sharpin
P97710,Sirpa
Q5PPJ9,Sh3glb2
Q5M869,Sit1
P59692,Siva1
Q7M6Z3,Smyd2
Q925F0,Smpx
O54980,Syngr2
Q568Z4,Spcs3
Q8R496,Spdya
P48500,Tpi1
Q9R095,Spef2
Q5XIC4,Spg21
Q5RKG1,Spice1
Q6BDS1,Spi1
P49745,Thpo
Q64560,Tpp2
Q2KMM2,Trappc1
Q68FP5,Snupn
Q5U311,Slfn13
P97588,Smad1
B5DF21,Samd4a
O08815,Slk
Q5ZQU0,Sned1
Q64666,Aanat
P97698,Smo
Q5U211,Snx3
P46720,Slco1a1
Q5U2S5,Snx24
A7XYI6,Sobp
Q8K4V4,Snx27
P54921,Napa
Q00910,Slco2a1
Q08420,Sod3
P01244,Gh1
Q642G2,Sostdc1
O54861,Sort1
Q6P9X4,Ptp4a2
Q9WTN5,Tpcn1
Q6PCT3,Tpd52l2
Q6AXS8,Tpgs2
Q8CGU9,Tph2
Q7TPA5,Serpina11
Q8R4Z1,Serpina12
P05544,Serpina3l
P09006,Serpina3n
Q5U2X2,Spag1
O55034,Spag4
Q7TPF1,Smagp
O88279,Slit1
O88280,Slit3
O35876,Smn1
Q56A18,Smarce1
O54772,Smarcd2
P60881,Snap25
Q6AYS6,Snx17
Q99P67,Sost
B2RYN7,Spast
Q3KR99,Spdl1
Q5PQN6,Vipas39
Q6AXV6,Spert
Q63638,Speg
P09495,Tpm4
Q4FZT8,Spryd4
Q5M7T2,Spryd7
Q68A65,Spata21
Q6AXX1,Slfnl1
O88406,Smad7
P80968,
B4F769,Smarcal1
P13432,Vcsa1
O08954,Snai2
Q5BK68,Snapc3
Q5XIW8,Sart1
P58775,Tpm2
A0JPP4,Spesp1
Q9EQV6,Tpp1
P0C6C0,Sphkap
Q5U1Z2,Trappc3
Q791F6,Tpra1
Q5PQR8,Tprkb
Q5XHX2,Tprn
Q62740,Spp2
Q63532,Sprr1a
M0R8L2,SPX
Q5XHZ0,Trap1
P56720,Srebf1
P30938,Sstr5
Q08013,Ssr3
P52844,Sult1e1
P49889,Ste
P15709,St2a1
Q9QX27,St18
P49890,Ste2
P21818,Stmn2
Q5RKL5,Steap3
Q63046,Runx1
O70531,Slc26a2
P05943,S100a10
Q62773,Slc28a2
Q5I0E9,Slc47a1
Q4FZU9,Slc52a3
Q923U9,Slc40a1
Q9JI66,Slc4a4
Q62687,Slc6a18
P31647,Slc6a11
Q8VIF7,Selenbp1
O70247,Slc5a6
Q9JMD7,Slc5a7
Q75N33,Sec16b
Q9JK00,Scn3b
P04774,Scn1a
P34901,Sdc4
Q5RJQ7,Sdhaf2
P09367,Sds
Q63945,Set
Q8CFD0,Sfxn5
O70593,Sgta
Q7TP36,Shroom2
Q6AYE2,Sh3glb1
Q5XIH2,Shisa5
Q5I0J4,Ska2
Q6AXN6,Knstrn
Q66X93,Snd1
B1H267,Snx5
Q71MB6,Slco4c1
P07632,Sod1
P19637,Plat
O55170,Sox10
Q5PQV5,Tpbg
P0C1G9,Sox11
Q5M887,Trappc13
Q66HB5,Rsph10b
Q68FX9,Sirt5
P62755,Rps6
D4AE59,Stk11
O88506,Stk39
P62243,Rps8
P29314,Rps9
Q4KLY8,Stpg1
O70600,Rsad2
Q7TNZ6,Strada
Q5XIG8,Strap
P62083,Rps7
P84903,Stim1
F1M391,Tmem173
O35814,Stip1
E9PTG8,Stk10
O54748,Stk3
P02317,Tnp1
A7VJC2,Hnrnpa2b1
Q920M9,Siah1
Q8R4T2,Siah2
P13721,St6gal1
Q701R3,St6gal2
Q6Q3F5,Sidt1
D3ZR35,Smim13
Q5BJP6,Gfm2
Q8VHM6,Crcp
P83900,Rapgef5
A1A5P2,Rrs1
P62850,Rps24
P62856,Rps26
Q71TY3,Rps27
P50569,Nr5a1
Q7TSW6,Stimate
P57760,Stk16
B0LT89,Stk24
Q7TNL4,Stk40
Q3MHT4,Tut1
Q9JKU6,Strbp
Q5XIL0,Rnf167
Q5I0E6,Rpap2
Q63644,Rock1
Q5FWT9,Sike1
Q6P6S4,Sil1
D4ACP2,Smim12
Q63486,Rraga
Q63487,RragB
D3Z8L7,Rras
Q5RJQ4,Sirt2
A1A5R9,Stpg2
Q4QR83,Stra6
Q6IMA3,Rasl11a
Q6IMA7,Rasl11b
Q5M947,Rrp15
P62982,Rps27a
Q2IBD0,St7
Q62771,Stat5a
P52632,Stat5b
Q8CFM6,Stab2
Q8R424,Stambp
Q5XHY7,Stam2
P97826,Star
P52631,Stat3
Q68SB1,Stau2
Q5FVN1,Stbd1
P97574,Stc1
Q9R0K8,Stc2
Q68FQ7,Rpap3
P45446,Rorb
P55248,
Q5BJN9,Rprm
Q68G12,St3gal5
D3ZEH5,Sidt2
Q4V892,Sigirr
Q9R1U5,Sik1
O55006,
B0BNE2,Polr2e
Q63132,Ros1
Q5RJS9,Rpf1
P25235,Rpn2
P59798,Selenok
P61943,St3gal6
P62278,Rps13
Q4FZX7,Srprb
B5DF94,Srpx2
Q63769,Srpx
Q6PDU1,Srsf2
Q9QXN2,Sslp1
Q9R050,Ssbp3
P28042,Ssbp1
P05765,Rps21
Q04931,Ssrp1
P62859,Rps28
P62275,Rps29
Q5I0K8,Mrps7
Q5XI37,Mrps15
Q569B7,Rwdd4
Q8CJ44,Slc13a5
O35956,Slc22a6
Q5RK27,Slc12a7
P51574,Slc15a1
Q3ZAV1,Slc22a12
Q498U3,Slc25a40
Q9R0W2,Slc22a2
Q9R154,Slc26a4
P48303,S1pr1
Q8K415,Slc36a2
Q4V8B1,Slc36a3
P97849,Slc27a1
Q9JM15,Slc38a1
Q9JHZ9,Slc38a3
Q5BK75,Slc46a3
P10760,Ahcy
Q9Z335,Sbk1
Q64375,P3h4
Q9Z2Q1,Sec31a
P23978,Slc6a1
P23977,Slc6a3
Q5RJZ6,Scoc
O88420,Scn8a
O08562,Scn9a
P37090,Scnn1b
P33671,Sdc3
Q99M76,Stag3
P11101,Tnp2
P58405,Strn3
P70483,Strn
P17136,Snrpb
Q9EPJ3,Mrps26
Q4QR80,Mrps25
B0BN56,Mrps31
Q64548,Rtn1
B2RYT9,Taco1
Q63424,Slc15a2
Q924V4,Slc15a3
P24008,Srd5a1
Q5RKI7,Slc7a13
B5DFN2,Ahcyl1
P10960,Psap
Q6AYN2,Saraf
Q64380,Sardh
P54900,Scn2b
Q6AYT3,Rtcb
P47752,S1pr2
O54698,Slc29a1
Q80WK7,Slc29a3
Q5RKH7,Slc35f6
Q64093,Slc6a20
Q4V8P4,Spaca9
Q6RVG2,Slc4a8
Q9ES21,Sacm1l
O88453,Safb
Q63799,Tcea2
Q63008,Slc5a5
P28573,Slc6a7
Q9EQS5,Sc5d
Q8CJ99,Sclt1
O88457,Scn11a
Q68FT9,Scly
P37089,Scnn1a
P47868,Scg3
P15389,Scn5a
Q9JI92,Sdcbp
B0K036,Sdhaf1
P60123,Ruvbl1
Q5U303,Tab2
P0C7N0,Rwdd3
